students,education level,gender,2013 Enrollments,2014 Enrollments,2015 Enrollments
d-115730,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-115818,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-115893,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-115922,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-115941,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-116027,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-116205,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-116489,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-116588,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-116616,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-116692,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-116749,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-116753,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-116801,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-116850,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-116860,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-116925,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-117115,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-117328,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-117346,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-117491,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-117813,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-118159,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-118635,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-118660,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-118797,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-118812,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-118833,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-118846,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-118850,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-118870,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-118991,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-119033,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-119062,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-119116,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-119211,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-119267,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-119395,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-119443,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-119991,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-120078,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-120107,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-120139,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-120202,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-120261,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-120441,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-120443,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-120451,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-120459,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-120530,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-120565,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-120613,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-120693,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-120802,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-120850,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-121122,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-121123,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-121212,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-121233,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-121265,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-121311,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-121429,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-121600,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-121838,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-121862,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-122055,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-122063,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-122117,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-122212,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-122234,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-122276,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-122470,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-122534,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-122715,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-122729,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-122803,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-123027,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-123253,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-123461,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-123587,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-123613,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-123641,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-123947,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-124037,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-124302,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-124530,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-124548,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-124576,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-124775,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-124882,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-124898,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-124939,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-125006,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-125048,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-125136,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-125173,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-125246,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-125295,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-125309,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-125342,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-125529,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-125628,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-125651,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-125810,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-126007,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-126105,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-126116,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-126339,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-126344,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-126633,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-126813,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-126871,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-126928,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-126949,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-126957,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-126965,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-127031,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-127034,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-127193,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-127221,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-127413,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-127563,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-127597,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-127600,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-127840,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-128056,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-128125,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-128164,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-128213,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-128277,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-128287,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-128317,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-128321,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-128408,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-128495,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-128541,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-128635,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-128642,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-128644,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-128736,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-128748,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-128817,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-128877,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-128897,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-129025,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-129034,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-129046,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-129102,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-129115,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-129276,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-129278,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-129392,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-129629,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-129698,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-129747,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-129898,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-129918,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-130054,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-130055,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-130090,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-130208,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-130219,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-130350,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-130358,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-130399,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-130543,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-130624,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-130633,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-130765,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-130784,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-130801,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-130828,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-130864,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-130920,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-130979,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-130984,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-131047,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-131057,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-131068,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-131071,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-131203,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-131312,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-131451,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-131580,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-131726,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-131781,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-131799,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-131930,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-132030,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-132035,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-132083,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-132089,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-132097,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-132139,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-132165,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-132283,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-132315,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-132339,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-132616,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-132640,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-132672,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-132697,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-132813,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-132854,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-132883,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-132929,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-133084,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-133108,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-133158,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-133228,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-133255,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-133270,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-133363,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-133419,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-133515,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-133766,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-133912,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-134034,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-134181,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-134200,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-134440,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-134470,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-134691,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-134719,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-134880,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-134993,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-135061,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-135170,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-135242,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-135284,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-135319,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-135339,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-135347,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-135508,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-135662,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-135740,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-135762,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-135860,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-135942,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-135947,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-136044,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-136208,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-136287,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-136327,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-136502,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-136566,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-136853,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-137095,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-137123,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-137269,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-137341,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-137481,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-137514,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-137522,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-137550,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-137656,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-137812,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-137880,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-138091,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-138385,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-138426,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-138482,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-138596,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-138735,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-138799,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-138859,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-138899,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-138904,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-139050,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-139051,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-139114,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-139138,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-139230,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-139285,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-139451,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-139463,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-139482,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-139593,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-139622,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-139706,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-139856,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-139886,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-139924,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-139928,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-140081,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-140085,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-140256,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-140273,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-140288,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-140310,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-140391,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-140401,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-140481,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-140582,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-140623,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-140666,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-140781,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-140899,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-140984,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-141116,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-141147,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-141195,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-141251,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-141288,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-141325,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-141354,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-141366,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-141504,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-141578,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-141669,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-141715,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-141743,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-141795,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-141844,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-141860,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-141910,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-141974,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-142343,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-142598,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-142693,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-142706,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-142743,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-142849,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-142850,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-142857,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-142960,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-143217,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-143501,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
d-143614,Unknown,Not Specified,Not Enrolled,Not Enrolled,IVMOOC-2015
