students,education level,gender,2013 Enrollments,2014 Enrollments,2015 Enrollments
d-178105,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-178135,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-178208,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-178253,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-178442,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-178468,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-178824,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-178827,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-179138,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-179235,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-179247,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-179295,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-179301,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-179431,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-179447,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-179469,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-179506,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-179672,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-179674,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-179678,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-179694,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-179722,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-179894,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-180023,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-180161,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-180291,Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
d-180359,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-180442,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-180498,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-180608,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-180711,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-180727,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-180779,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-180851,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-180898,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-181059,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-181142,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-181335,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-181444,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-181581,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-181645,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-181702,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-181704,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-181741,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-181801,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-181917,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-181974,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-182105,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-182107,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-182178,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-182204,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-182322,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-182390,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-182503,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-182607,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-182798,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-183123,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-183296,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-183429,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-183625,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-184159,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-184254,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-184358,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-184435,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-184525,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-184566,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-184597,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-184683,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-184709,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-184835,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-184965,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-185134,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-185144,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-185300,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-185532,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-185535,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-185704,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-185772,Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
d-185963,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-185990,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-186083,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-186204,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-187156,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-187216,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-187233,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-187314,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-187389,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-187434,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-187592,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-187673,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-187975,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-187988,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-188008,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-188046,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-188108,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-188165,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-188185,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-188205,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-188257,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-188348,Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
d-188366,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-188530,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-188533,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-188547,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-188809,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-188829,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-188834,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-188855,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-188895,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-189115,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-189116,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-189143,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-189190,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-189298,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-189368,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-189374,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-189413,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-189502,Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
d-189618,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-189622,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-189796,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-189820,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-189838,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-189845,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-189860,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-190043,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-190735,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-190891,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-190899,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-190939,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-191285,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-191364,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-191498,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-191547,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-191661,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-191751,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-191807,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-192011,Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
d-192103,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-192143,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-192369,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-192387,Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
d-192578,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-192607,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-192628,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-192734,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-192887,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-192999,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-193074,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-193081,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-193155,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-193236,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-193392,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-193480,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-193514,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-193756,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-193941,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-193952,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-194130,Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
d-194148,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-194200,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-194290,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-194397,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-194498,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-194630,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-194732,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-194784,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-194799,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-194819,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-194927,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-195137,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-195161,Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
d-195170,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-195339,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-195464,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-195511,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-195619,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-195658,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-195730,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-195780,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-195935,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-196141,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-196178,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-196286,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-196359,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-196457,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-196483,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-196530,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-196640,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-196759,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-196855,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-196878,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-196959,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-197283,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-197357,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-197390,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-197401,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-197457,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-197538,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-197562,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-197610,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-197720,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-197940,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-197981,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-198046,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-198140,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-198173,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-198221,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-198394,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-198411,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-198458,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-198534,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-198711,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-198952,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-199071,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-199201,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-199243,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-199395,Graduate,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
d-199419,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-199554,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-199584,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-199612,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-199884,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-199886,Graduate,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-199946,Graduate,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-100254,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-101915,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-103274,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-104501,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-104640,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-106021,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-106236,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-107097,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-108124,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-108621,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-110310,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-111476,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-112078,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-112099,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-112993,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-113418,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-116101,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-117684,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-118321,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-118378,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-119618,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-119876,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-120776,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-120879,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-123665,High School,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
d-125799,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-125848,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-125975,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-126369,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-126985,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-127907,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-127919,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-128801,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-129118,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-130008,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-130839,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-131116,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-131592,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-131885,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-133403,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-133847,High School,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
d-134044,High School,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
d-134294,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-134305,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-136202,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-140000,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-142882,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-143242,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-144376,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-145632,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-146015,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-146043,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-146952,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-147556,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-148092,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-152239,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-152882,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-153481,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-154970,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-155274,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-155754,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-157766,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-158193,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-158453,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-159033,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-159188,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-159245,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-160698,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-161045,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-163468,High School,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
d-165901,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-166385,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-167095,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-167592,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-168129,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-168642,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-168979,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-169633,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-170267,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-170302,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-170334,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-170371,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-170983,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-171171,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-172616,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-172847,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-173231,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-174809,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-176192,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-176674,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-177821,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-178240,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-179980,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-180245,High School,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
d-180323,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-180650,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-180979,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-182676,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-183133,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-183222,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-183638,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-187108,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-189359,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-190011,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-190147,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-191463,High School,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-191749,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-192821,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-193291,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-194356,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-197117,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-197128,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-199967,High School,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-100303,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-101095,Ph.D.,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-101160,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-101379,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-101838,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-102714,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-103075,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-103408,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-103477,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-103490,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-103828,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-103891,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-104266,Ph.D.,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-104574,Ph.D.,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-104729,Ph.D.,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-105262,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-105520,Ph.D.,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-105869,Ph.D.,Not Specified,IVMOOC-2013,Not Enrolled,Not Enrolled
d-106398,Ph.D.,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-106603,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-107132,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-107577,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-107726,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-107787,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-108664,Ph.D.,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-110303,Ph.D.,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-110431,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-110803,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-110906,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-112468,Ph.D.,female,IVMOOC-2013,Not Enrolled,Not Enrolled
d-112590,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
d-112646,Ph.D.,male,IVMOOC-2013,Not Enrolled,Not Enrolled
